user_id,profile_id,profile_label,n_posts,w0,w1,w2,gt_w0,gt_w1,gt_w2,assignment_type,topic_distribution,empirical_topic_distribution
user_0772,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2553731036262678,0.5485972873637146,0.19602960901001767,0.08,0.87,0.05,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.87, ""ai_mass_surveillance"": 0.05}"
user_0773,surveillance_heavy,Mostly AI mass surveillance,100,0.2510314007302939,0.18307705117289377,0.5658915480968123,0.07,0.11,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.82}"
user_0774,balanced,Even across all topics,100,0.40372128816570607,0.2727092874280263,0.3235694244062676,0.36,0.3,0.34,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.3, ""ai_mass_surveillance"": 0.34}"
user_0775,coding_copyright,Split: coding + copyright,100,0.3928929907929211,0.38346723945085454,0.22363976975622427,0.34,0.53,0.13,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.34, ""ai_copyright_theft"": 0.53, ""ai_mass_surveillance"": 0.13}"
user_0776,coding_surveillance,Split: coding + surveillance,100,0.451461976216054,0.16152577855135414,0.3870122452325919,0.45,0.07,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.48}"
user_0777,copyright_surveillance,Split: copyright + surveillance,100,0.28215581876023266,0.38474391001238606,0.3331002712273813,0.13,0.53,0.34,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.53, ""ai_mass_surveillance"": 0.34}"
user_0778,coding_heavy,Mostly AI coding innovations,100,0.6624021794683036,0.15428374838993553,0.18331407214176093,0.85,0.06,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.85, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.09}"
user_0779,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2606585588178101,0.5437262168165684,0.19561522436562143,0.09,0.86,0.05,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.86, ""ai_mass_surveillance"": 0.05}"
user_0780,surveillance_heavy,Mostly AI mass surveillance,100,0.2721609649731441,0.16840304569519213,0.5594359893316637,0.11,0.08,0.81,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.81}"
user_0781,balanced,Even across all topics,100,0.39847260254412087,0.2631495278425243,0.3383778696133548,0.35,0.28,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.35, ""ai_copyright_theft"": 0.28, ""ai_mass_surveillance"": 0.37}"
user_0782,coding_copyright,Split: coding + copyright,100,0.4615548821896951,0.33938442918148637,0.19906068862881848,0.47,0.44,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.09}"
user_0783,coding_surveillance,Split: coding + surveillance,100,0.47784022608048926,0.1564115326591545,0.3657482412603563,0.5,0.06,0.44,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.44}"
user_0784,copyright_surveillance,Split: copyright + surveillance,100,0.25582659498907345,0.3706170490610548,0.37355635594987163,0.08,0.5,0.42,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.5, ""ai_mass_surveillance"": 0.42}"
user_0785,coding_heavy,Mostly AI coding innovations,100,0.5726107238286793,0.21304056413700542,0.21434871203431527,0.68,0.18,0.14,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.68, ""ai_copyright_theft"": 0.18, ""ai_mass_surveillance"": 0.14}"
user_0786,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2871838869620743,0.48088865039377643,0.23192746264414923,0.14,0.73,0.13,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.73, ""ai_mass_surveillance"": 0.13}"
user_0787,surveillance_heavy,Mostly AI mass surveillance,100,0.2985147017909413,0.17290935322475784,0.5285759449843008,0.16,0.09,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.16, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.75}"
user_0788,balanced,Even across all topics,100,0.3667598713948672,0.2923759511254008,0.3408641774797321,0.29,0.34,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.29, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.37}"
user_0789,coding_copyright,Split: coding + copyright,100,0.4615793952363333,0.329763875759721,0.20865672900394572,0.47,0.42,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.11}"
user_0790,coding_surveillance,Split: coding + surveillance,100,0.4777544304172558,0.19008346963533326,0.33216209994741097,0.5,0.13,0.37,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.37}"
user_0791,copyright_surveillance,Split: copyright + surveillance,100,0.26647104451207265,0.33201324770146673,0.4015157077864606,0.1,0.42,0.48,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.48}"
user_0792,coding_heavy,Mostly AI coding innovations,100,0.6307139613656877,0.1738896182510466,0.1953964203832656,0.79,0.1,0.11,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.11}"
user_0793,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25544664276618223,0.5197356270984184,0.2248177301353994,0.08,0.81,0.11,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.11}"
user_0794,surveillance_heavy,Mostly AI mass surveillance,100,0.26152877197346414,0.20219657034389768,0.5362746576826382,0.09,0.15,0.76,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.76}"
user_0795,balanced,Even across all topics,100,0.39850937211407805,0.2487186977098764,0.35277193017604563,0.35,0.25,0.4,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.35, ""ai_copyright_theft"": 0.25, ""ai_mass_surveillance"": 0.4}"
user_0796,coding_copyright,Split: coding + copyright,100,0.4932676133389491,0.3101580058986099,0.19657438076244102,0.53,0.38,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.53, ""ai_copyright_theft"": 0.38, ""ai_mass_surveillance"": 0.09}"
user_0797,coding_surveillance,Split: coding + surveillance,100,0.4725547708889471,0.1612826032063005,0.3661626259047523,0.49,0.07,0.44,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.44}"
user_0798,copyright_surveillance,Split: copyright + surveillance,100,0.2505411397975312,0.375488119608201,0.3739707405942678,0.07,0.51,0.42,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.51, ""ai_mass_surveillance"": 0.42}"
user_0799,coding_heavy,Mostly AI coding innovations,100,0.5726352368753174,0.20342001071524016,0.22394475240944245,0.68,0.16,0.16,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.68, ""ai_copyright_theft"": 0.16, ""ai_mass_surveillance"": 0.16}"
user_0800,copyright_heavy,Mostly AI copyright / theft concerns,100,0.31888436158800926,0.45647250382178267,0.22464313459020807,0.2,0.68,0.12,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.2, ""ai_copyright_theft"": 0.68, ""ai_mass_surveillance"": 0.12}"
user_0801,surveillance_heavy,Mostly AI mass surveillance,100,0.26686325325828275,0.1780843929532209,0.5550523537884964,0.1,0.1,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}"
user_0802,balanced,Even across all topics,100,0.3614866727266438,0.29243674496166416,0.346076582311692,0.28,0.34,0.38,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.28, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.38}"
user_0803,coding_copyright,Split: coding + copyright,100,0.4615671387130142,0.3345741524706037,0.20385870881638213,0.47,0.43,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.1}"
user_0804,coding_surveillance,Split: coding + surveillance,100,0.4356301236880649,0.166518436771027,0.39785143954090796,0.42,0.08,0.5,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.42, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.5}"
user_0805,copyright_surveillance,Split: copyright + surveillance,100,0.2610507675640205,0.38979736206832233,0.3491518703676571,0.09,0.54,0.37,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.54, ""ai_mass_surveillance"": 0.37}"
user_0806,coding_heavy,Mostly AI coding innovations,100,0.6148821088376989,0.1788822764707195,0.2062356146915816,0.76,0.11,0.13,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.76, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.13}"
user_0807,copyright_heavy,Mostly AI copyright / theft concerns,100,0.22368488552365198,0.5682031572248257,0.2081119572515224,0.02,0.91,0.07,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.02, ""ai_copyright_theft"": 0.91, ""ai_mass_surveillance"": 0.07}"
user_0808,surveillance_heavy,Mostly AI mass surveillance,100,0.2721487084498251,0.17321332240607482,0.5546379691441001,0.11,0.09,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.8}"
user_0809,balanced,Even across all topics,100,0.3932239169225358,0.25358976825702245,0.3531863148204418,0.34,0.26,0.4,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.34, ""ai_copyright_theft"": 0.26, ""ai_mass_surveillance"": 0.4}"
user_0810,coding_copyright,Split: coding + copyright,100,0.4509717152832913,0.35393684698666117,0.1950914377300475,0.45,0.47,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.08}"
user_0811,coding_surveillance,Split: coding + surveillance,100,0.46195934745922407,0.1806452977223581,0.35739535481841767,0.47,0.11,0.42,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.42}"
user_0812,copyright_surveillance,Split: copyright + surveillance,100,0.25592464717562613,0.3321348353739934,0.4119405174503804,0.08,0.42,0.5,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.5}"
user_0813,coding_heavy,Mostly AI coding innovations,100,0.6201553075059222,0.17882148263445605,0.2010232098596218,0.77,0.11,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.77, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.12}"
user_0814,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25542212971954403,0.5293561805201837,0.2152216897602722,0.08,0.83,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.83, ""ai_mass_surveillance"": 0.09}"
user_0815,surveillance_heavy,Mostly AI mass surveillance,100,0.22467766391249672,0.17857074364332803,0.5967515924441752,0.02,0.1,0.88,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.02, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.88}"
user_0816,balanced,Even across all topics,100,0.39836229383424937,0.3064420182404684,0.29519568792528234,0.35,0.37,0.28,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.35, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.28}"
user_0817,coding_copyright,Split: coding + copyright,100,0.4773254521010887,0.358443154516227,0.16423139338268433,0.5,0.48,0.02,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.02}"
user_0818,coding_surveillance,Split: coding + surveillance,100,0.48837436689361696,0.16110022169751037,0.35052541140887283,0.52,0.07,0.41,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.52, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.41}"
user_0819,copyright_surveillance,Split: copyright + surveillance,100,0.25583885151239266,0.3658067723501723,0.378354376137435,0.08,0.49,0.43,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.43}"
user_0820,coding_heavy,Mostly AI coding innovations,100,0.6359749035105918,0.1786391011256659,0.18538599536374215,0.8,0.11,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.09}"
user_0821,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27131526486412827,0.5003121387460974,0.22837259638977436,0.11,0.77,0.12,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.77, ""ai_mass_surveillance"": 0.12}"
user_0822,surveillance_heavy,Mostly AI mass surveillance,100,0.25634136896847437,0.16858542720398234,0.5750732038275432,0.08,0.08,0.84,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.84}"
user_0823,balanced,Even across all topics,100,0.382640750016132,0.26814218606219714,0.3492170639216708,0.32,0.29,0.39,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.32, ""ai_copyright_theft"": 0.29, ""ai_mass_surveillance"": 0.39}"
user_0824,coding_copyright,Split: coding + copyright,100,0.445661747045111,0.3684284709555725,0.18590978199931643,0.44,0.5,0.06,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.5, ""ai_mass_surveillance"": 0.06}"
user_0825,coding_surveillance,Split: coding + surveillance,100,0.41452507249185294,0.17157188882696325,0.41390303868118383,0.38,0.09,0.53,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.53}"
user_0826,copyright_surveillance,Split: copyright + surveillance,100,0.22948511469459543,0.3613004648206067,0.4092144204847979,0.03,0.48,0.49,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.03, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.49}"
user_0827,coding_heavy,Mostly AI coding innovations,100,0.6729485768047502,0.15416216071740868,0.17288926247784114,0.87,0.06,0.07,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.87, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.07}"
user_0828,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2659930401026287,0.5196140394258916,0.21439292047147968,0.1,0.81,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.09}"
user_0829,surveillance_heavy,Mostly AI mass surveillance,100,0.2404604903472093,0.19281919226718588,0.5667203173856048,0.05,0.13,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.05, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.82}"
user_0830,balanced,Even across all topics,100,0.4142309159321953,0.2870185298881476,0.2987505541796572,0.38,0.33,0.29,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.29}"
user_0831,coding_copyright,Split: coding + copyright,100,0.4404253179468448,0.354058434659188,0.20551624739396712,0.43,0.47,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.1}"
user_0832,coding_surveillance,Split: coding + surveillance,100,0.4092641303469484,0.16682240595234402,0.42391346370070754,0.37,0.08,0.55,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.37, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.55}"
user_0833,copyright_surveillance,Split: copyright + surveillance,100,0.2611855893205303,0.33688431824861276,0.4019300924308569,0.09,0.43,0.48,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.48}"
user_0834,coding_heavy,Mostly AI coding innovations,100,0.6148698523143799,0.18369255318160221,0.20143759450401802,0.76,0.12,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.76, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.12}"
user_0835,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2554834123361395,0.5053047969657704,0.2392117906980902,0.08,0.78,0.14,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.78, ""ai_mass_surveillance"": 0.14}"
user_0836,surveillance_heavy,Mostly AI mass surveillance,100,0.2720996823565488,0.19245442924960554,0.5354458883938457,0.11,0.13,0.76,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.76}"
user_0837,balanced,Even across all topics,100,0.3720330700630901,0.2923151572891374,0.33565177264777246,0.3,0.34,0.36,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.3, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.36}"
user_0838,coding_copyright,Split: coding + copyright,100,0.4774112477643221,0.32477121754004806,0.19781753469562977,0.5,0.41,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.09}"
user_0839,coding_surveillance,Split: coding + surveillance,100,0.48831308427702136,0.18515160525192376,0.3265353104710548,0.52,0.12,0.36,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.52, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.36}"
user_0840,copyright_surveillance,Split: copyright + surveillance,100,0.3086688903811778,0.32671662030047693,0.36461448931834534,0.18,0.41,0.41,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.18, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.41}"
user_0841,coding_heavy,Mostly AI coding innovations,100,0.651843525608538,0.15921561277334495,0.188940861618117,0.83,0.07,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.83, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.1}"
user_0842,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25011216148136356,0.5438478044890952,0.20604003402954116,0.07,0.86,0.07,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.86, ""ai_mass_surveillance"": 0.07}"
user_0843,surveillance_heavy,Mostly AI mass surveillance,100,0.2721854780197822,0.15878249227342678,0.5690320297067909,0.11,0.06,0.83,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.83}"
user_0844,balanced,Even across all topics,100,0.3720453265864092,0.2875048805782547,0.340449792835336,0.3,0.33,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.3, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.37}"
user_0845,coding_copyright,Split: coding + copyright,100,0.41925898413403734,0.3831632702695378,0.1975777455964249,0.39,0.53,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.53, ""ai_mass_surveillance"": 0.08}"
user_0846,coding_surveillance,Split: coding + surveillance,100,0.43029564240324636,0.19063061416170382,0.3790737434350498,0.41,0.13,0.46,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.46}"
user_0847,copyright_surveillance,Split: copyright + surveillance,100,0.2980734669514549,0.3460793148165343,0.35584721823201076,0.16,0.45,0.39,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.16, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.39}"
